"variable","des","forecast_period","values","date","projection","meeting_month"
"1778","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2017-03-15,20170315,"mars"
"1779","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2017-03-15,20170315,"mars"
"1780","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2017-03-15,20170315,"mars"
"1781","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2017-03-15,20170315,"mars"
"1782","Memo: Projected appropriate policy path","Range3",NA,NA,2017-03-15,20170315,"mars"
"1783","Memo: Projected appropriate policy path","NA",NA,NA,2017-03-15,20170315,"mars"
"1784","Memo: Projected appropriate policy path","NA",NA,NA,2017-03-15,20170315,"mars"
"1785","Memo: Projected appropriate policy path","NA",NA,NA,2017-03-15,20170315,"mars"
"1786","Federal funds rate","Median1",2017-12-31,1.4,2017-03-15,20170315,"mars"
"1787","Federal funds rate","Median1",2018-12-31,2.1,2017-03-15,20170315,"mars"
"1788","Federal funds rate","Median1",2019-12-31,3,2017-03-15,20170315,"mars"
"1789","Federal funds rate","Median1",NA,3,2017-03-15,20170315,"mars"
"1790","Federal funds rate","Central tendency2",2017-12-31,NA,2017-03-15,20170315,"mars"
"1791","Federal funds rate","Central tendency2",2018-12-31,NA,2017-03-15,20170315,"mars"
"1792","Federal funds rate","Central tendency2",2019-12-31,NA,2017-03-15,20170315,"mars"
"1793","Federal funds rate","Central tendency2",NA,NA,2017-03-15,20170315,"mars"
"1794","Federal funds rate","Range3",2017-12-31,NA,2017-03-15,20170315,"mars"
"1795","Federal funds rate","Range3",2018-12-31,NA,2017-03-15,20170315,"mars"
"1796","Federal funds rate","Range3",2019-12-31,NA,2017-03-15,20170315,"mars"
"1797","Federal funds rate","Range3",NA,NA,2017-03-15,20170315,"mars"
"1798","Federal funds rate","NA",NA,NA,2017-03-15,20170315,"mars"
"1799","Federal funds rate","NA",NA,NA,2017-03-15,20170315,"mars"
"1800","Federal funds rate","NA",NA,NA,2017-03-15,20170315,"mars"
"1801","December projection","Median1",2017-12-31,1.4,2017-03-15,20170315,"mars"
"1802","December projection","Median1",2018-12-31,2.1,2017-03-15,20170315,"mars"
"1803","December projection","Median1",2019-12-31,2.9,2017-03-15,20170315,"mars"
"1804","December projection","Median1",NA,3,2017-03-15,20170315,"mars"
"1805","December projection","Central tendency2",2017-12-31,NA,2017-03-15,20170315,"mars"
"1806","December projection","Central tendency2",2018-12-31,NA,2017-03-15,20170315,"mars"
"1807","December projection","Central tendency2",2019-12-31,NA,2017-03-15,20170315,"mars"
"1808","December projection","Central tendency2",NA,NA,2017-03-15,20170315,"mars"
"1809","December projection","Range3",2017-12-31,NA,2017-03-15,20170315,"mars"
"1810","December projection","Range3",2018-12-31,NA,2017-03-15,20170315,"mars"
"1811","December projection","Range3",2019-12-31,NA,2017-03-15,20170315,"mars"
"1812","December projection","Range3",NA,NA,2017-03-15,20170315,"mars"
"1813","December projection","NA",NA,NA,2017-03-15,20170315,"mars"
"1814","December projection","NA",NA,NA,2017-03-15,20170315,"mars"
"1815","December projection","NA",NA,NA,2017-03-15,20170315,"mars"
"1816","Change in real GDP","Median1",2017-12-31,2.2,2017-06-14,20170614,"juni"
"1817","Change in real GDP","Median1",2018-12-31,2.1,2017-06-14,20170614,"juni"
"1818","Change in real GDP","Median1",2019-12-31,1.9,2017-06-14,20170614,"juni"
"1819","Change in real GDP","Median1",NA,1.8,2017-06-14,20170614,"juni"
"1820","Change in real GDP","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1821","Change in real GDP","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1822","Change in real GDP","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1823","Change in real GDP","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1824","Change in real GDP","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1825","Change in real GDP","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1826","Change in real GDP","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1827","Change in real GDP","Range3",NA,NA,2017-06-14,20170614,"juni"
"1828","March projection","Median1",2017-12-31,2.1,2017-06-14,20170614,"juni"
"1829","March projection","Median1",2018-12-31,2.1,2017-06-14,20170614,"juni"
"1830","March projection","Median1",2019-12-31,1.9,2017-06-14,20170614,"juni"
"1831","March projection","Median1",NA,1.8,2017-06-14,20170614,"juni"
"1832","March projection","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1833","March projection","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1834","March projection","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1835","March projection","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1836","March projection","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1837","March projection","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1838","March projection","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1839","March projection","Range3",NA,NA,2017-06-14,20170614,"juni"
"1840","Unemployment rate","Median1",2017-12-31,4.3,2017-06-14,20170614,"juni"
"1841","Unemployment rate","Median1",2018-12-31,4.2,2017-06-14,20170614,"juni"
"1842","Unemployment rate","Median1",2019-12-31,4.2,2017-06-14,20170614,"juni"
"1843","Unemployment rate","Median1",NA,4.6,2017-06-14,20170614,"juni"
"1844","Unemployment rate","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1845","Unemployment rate","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1846","Unemployment rate","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1847","Unemployment rate","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1848","Unemployment rate","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1849","Unemployment rate","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1850","Unemployment rate","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1851","Unemployment rate","Range3",NA,NA,2017-06-14,20170614,"juni"
"1852","March projection","Median1",2017-12-31,4.5,2017-06-14,20170614,"juni"
"1853","March projection","Median1",2018-12-31,4.5,2017-06-14,20170614,"juni"
"1854","March projection","Median1",2019-12-31,4.5,2017-06-14,20170614,"juni"
"1855","March projection","Median1",NA,4.7,2017-06-14,20170614,"juni"
"1856","March projection","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1857","March projection","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1858","March projection","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1859","March projection","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1860","March projection","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1861","March projection","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1862","March projection","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1863","March projection","Range3",NA,NA,2017-06-14,20170614,"juni"
"1864","PCE inflation","Median1",2017-12-31,1.6,2017-06-14,20170614,"juni"
"1865","PCE inflation","Median1",2018-12-31,2,2017-06-14,20170614,"juni"
"1866","PCE inflation","Median1",2019-12-31,2,2017-06-14,20170614,"juni"
"1867","PCE inflation","Median1",NA,2,2017-06-14,20170614,"juni"
"1868","PCE inflation","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1869","PCE inflation","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1870","PCE inflation","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1871","PCE inflation","Central tendency2",NA,2,2017-06-14,20170614,"juni"
"1872","PCE inflation","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1873","PCE inflation","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1874","PCE inflation","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1875","PCE inflation","Range3",NA,2,2017-06-14,20170614,"juni"
"1876","March projection","Median1",2017-12-31,1.9,2017-06-14,20170614,"juni"
"1877","March projection","Median1",2018-12-31,2,2017-06-14,20170614,"juni"
"1878","March projection","Median1",2019-12-31,2,2017-06-14,20170614,"juni"
"1879","March projection","Median1",NA,2,2017-06-14,20170614,"juni"
"1880","March projection","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1881","March projection","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1882","March projection","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1883","March projection","Central tendency2",NA,2,2017-06-14,20170614,"juni"
"1884","March projection","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1885","March projection","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1886","March projection","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1887","March projection","Range3",NA,2,2017-06-14,20170614,"juni"
"1888","Core PCE inflation4","Median1",2017-12-31,1.7,2017-06-14,20170614,"juni"
"1889","Core PCE inflation4","Median1",2018-12-31,2,2017-06-14,20170614,"juni"
"1890","Core PCE inflation4","Median1",2019-12-31,2,2017-06-14,20170614,"juni"
"1891","Core PCE inflation4","Median1",NA,NA,2017-06-14,20170614,"juni"
"1892","Core PCE inflation4","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1893","Core PCE inflation4","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1894","Core PCE inflation4","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1895","Core PCE inflation4","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1896","Core PCE inflation4","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1897","Core PCE inflation4","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1898","Core PCE inflation4","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1899","Core PCE inflation4","Range3",NA,NA,2017-06-14,20170614,"juni"
"1900","March projection","Median1",2017-12-31,1.9,2017-06-14,20170614,"juni"
"1901","March projection","Median1",2018-12-31,2,2017-06-14,20170614,"juni"
"1902","March projection","Median1",2019-12-31,2,2017-06-14,20170614,"juni"
"1903","March projection","Median1",NA,NA,2017-06-14,20170614,"juni"
"1904","March projection","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1905","March projection","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1906","March projection","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1907","March projection","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1908","March projection","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1909","March projection","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1910","March projection","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1911","March projection","Range3",NA,NA,2017-06-14,20170614,"juni"
"1912","Memo: Projected appropriate policy path","Median1",2017-12-31,NA,2017-06-14,20170614,"juni"
"1913","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2017-06-14,20170614,"juni"
"1914","Memo: Projected appropriate policy path","Median1",2019-12-31,NA,2017-06-14,20170614,"juni"
"1915","Memo: Projected appropriate policy path","Median1",NA,NA,2017-06-14,20170614,"juni"
"1916","Memo: Projected appropriate policy path","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1917","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1918","Memo: Projected appropriate policy path","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1919","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1920","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1921","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1922","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1923","Memo: Projected appropriate policy path","Range3",NA,NA,2017-06-14,20170614,"juni"
"1924","Federal funds rate","Median1",2017-12-31,1.4,2017-06-14,20170614,"juni"
"1925","Federal funds rate","Median1",2018-12-31,2.1,2017-06-14,20170614,"juni"
"1926","Federal funds rate","Median1",2019-12-31,2.9,2017-06-14,20170614,"juni"
"1927","Federal funds rate","Median1",NA,3,2017-06-14,20170614,"juni"
"1928","Federal funds rate","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1929","Federal funds rate","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1930","Federal funds rate","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1931","Federal funds rate","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1932","Federal funds rate","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1933","Federal funds rate","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1934","Federal funds rate","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1935","Federal funds rate","Range3",NA,NA,2017-06-14,20170614,"juni"
"1936","March projection","Median1",2017-12-31,1.4,2017-06-14,20170614,"juni"
"1937","March projection","Median1",2018-12-31,2.1,2017-06-14,20170614,"juni"
"1938","March projection","Median1",2019-12-31,3,2017-06-14,20170614,"juni"
"1939","March projection","Median1",NA,3,2017-06-14,20170614,"juni"
"1940","March projection","Central tendency2",2017-12-31,NA,2017-06-14,20170614,"juni"
"1941","March projection","Central tendency2",2018-12-31,NA,2017-06-14,20170614,"juni"
"1942","March projection","Central tendency2",2019-12-31,NA,2017-06-14,20170614,"juni"
"1943","March projection","Central tendency2",NA,NA,2017-06-14,20170614,"juni"
"1944","March projection","Range3",2017-12-31,NA,2017-06-14,20170614,"juni"
"1945","March projection","Range3",2018-12-31,NA,2017-06-14,20170614,"juni"
"1946","March projection","Range3",2019-12-31,NA,2017-06-14,20170614,"juni"
"1947","March projection","Range3",NA,NA,2017-06-14,20170614,"juni"
"1948","Change in real GDP","Median1",2017-12-31,2.4,2017-09-20,20170920,"september"
"1949","Change in real GDP","Median1",2018-12-31,2.1,2017-09-20,20170920,"september"
"1950","Change in real GDP","Median1",2019-12-31,2,2017-09-20,20170920,"september"
"1951","Change in real GDP","Median1",2020-12-31,1.8,2017-09-20,20170920,"september"
"1952","Change in real GDP","Median1",NA,1.8,2017-09-20,20170920,"september"
"1953","Change in real GDP","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"1954","Change in real GDP","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"1955","Change in real GDP","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"1956","Change in real GDP","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"1957","Change in real GDP","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"1958","Change in real GDP","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"1959","Change in real GDP","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"1960","Change in real GDP","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"1961","Change in real GDP","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"1962","Change in real GDP","Range3",NA,NA,2017-09-20,20170920,"september"
"1963","June projection","Median1",2017-12-31,2.2,2017-09-20,20170920,"september"
"1964","June projection","Median1",2018-12-31,2.1,2017-09-20,20170920,"september"
"1965","June projection","Median1",2019-12-31,1.9,2017-09-20,20170920,"september"
"1966","June projection","Median1",2020-12-31,NA,2017-09-20,20170920,"september"
"1967","June projection","Median1",NA,1.8,2017-09-20,20170920,"september"
"1968","June projection","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"1969","June projection","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"1970","June projection","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"1971","June projection","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"1972","June projection","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"1973","June projection","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"1974","June projection","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"1975","June projection","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"1976","June projection","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"1977","June projection","Range3",NA,NA,2017-09-20,20170920,"september"
"1978","Unemployment rate","Median1",2017-12-31,4.3,2017-09-20,20170920,"september"
"1979","Unemployment rate","Median1",2018-12-31,4.1,2017-09-20,20170920,"september"
"1980","Unemployment rate","Median1",2019-12-31,4.1,2017-09-20,20170920,"september"
"1981","Unemployment rate","Median1",2020-12-31,4.2,2017-09-20,20170920,"september"
"1982","Unemployment rate","Median1",NA,4.6,2017-09-20,20170920,"september"
"1983","Unemployment rate","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"1984","Unemployment rate","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"1985","Unemployment rate","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"1986","Unemployment rate","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"1987","Unemployment rate","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"1988","Unemployment rate","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"1989","Unemployment rate","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"1990","Unemployment rate","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"1991","Unemployment rate","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"1992","Unemployment rate","Range3",NA,NA,2017-09-20,20170920,"september"
"1993","June projection","Median1",2017-12-31,4.3,2017-09-20,20170920,"september"
"1994","June projection","Median1",2018-12-31,4.2,2017-09-20,20170920,"september"
"1995","June projection","Median1",2019-12-31,4.2,2017-09-20,20170920,"september"
"1996","June projection","Median1",2020-12-31,NA,2017-09-20,20170920,"september"
"1997","June projection","Median1",NA,4.6,2017-09-20,20170920,"september"
"1998","June projection","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"1999","June projection","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2000","June projection","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"2001","June projection","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2002","June projection","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"2003","June projection","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2004","June projection","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2005","June projection","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2006","June projection","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2007","June projection","Range3",NA,NA,2017-09-20,20170920,"september"
"2008","PCE inflation","Median1",2017-12-31,1.6,2017-09-20,20170920,"september"
"2009","PCE inflation","Median1",2018-12-31,1.9,2017-09-20,20170920,"september"
"2010","PCE inflation","Median1",2019-12-31,2,2017-09-20,20170920,"september"
"2011","PCE inflation","Median1",2020-12-31,2,2017-09-20,20170920,"september"
"2012","PCE inflation","Median1",NA,2,2017-09-20,20170920,"september"
"2013","PCE inflation","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2014","PCE inflation","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2015","PCE inflation","Central tendency2",2019-12-31,2,2017-09-20,20170920,"september"
"2016","PCE inflation","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2017","PCE inflation","Central tendency2",NA,2,2017-09-20,20170920,"september"
"2018","PCE inflation","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2019","PCE inflation","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2020","PCE inflation","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2021","PCE inflation","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2022","PCE inflation","Range3",NA,2,2017-09-20,20170920,"september"
"2023","June projection","Median1",2017-12-31,1.6,2017-09-20,20170920,"september"
"2024","June projection","Median1",2018-12-31,2,2017-09-20,20170920,"september"
"2025","June projection","Median1",2019-12-31,2,2017-09-20,20170920,"september"
"2026","June projection","Median1",2020-12-31,NA,2017-09-20,20170920,"september"
"2027","June projection","Median1",NA,2,2017-09-20,20170920,"september"
"2028","June projection","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2029","June projection","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2030","June projection","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"2031","June projection","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2032","June projection","Central tendency2",NA,2,2017-09-20,20170920,"september"
"2033","June projection","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2034","June projection","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2035","June projection","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2036","June projection","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2037","June projection","Range3",NA,2,2017-09-20,20170920,"september"
"2038","Core PCE inflation4","Median1",2017-12-31,1.5,2017-09-20,20170920,"september"
"2039","Core PCE inflation4","Median1",2018-12-31,1.9,2017-09-20,20170920,"september"
"2040","Core PCE inflation4","Median1",2019-12-31,2,2017-09-20,20170920,"september"
"2041","Core PCE inflation4","Median1",2020-12-31,2,2017-09-20,20170920,"september"
"2042","Core PCE inflation4","Median1",NA,NA,2017-09-20,20170920,"september"
"2043","Core PCE inflation4","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2044","Core PCE inflation4","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2045","Core PCE inflation4","Central tendency2",2019-12-31,2,2017-09-20,20170920,"september"
"2046","Core PCE inflation4","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2047","Core PCE inflation4","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"2048","Core PCE inflation4","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2049","Core PCE inflation4","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2050","Core PCE inflation4","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2051","Core PCE inflation4","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2052","Core PCE inflation4","Range3",NA,NA,2017-09-20,20170920,"september"
"2053","June projection","Median1",2017-12-31,1.7,2017-09-20,20170920,"september"
"2054","June projection","Median1",2018-12-31,2,2017-09-20,20170920,"september"
"2055","June projection","Median1",2019-12-31,2,2017-09-20,20170920,"september"
"2056","June projection","Median1",2020-12-31,NA,2017-09-20,20170920,"september"
"2057","June projection","Median1",NA,NA,2017-09-20,20170920,"september"
"2058","June projection","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2059","June projection","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2060","June projection","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"2061","June projection","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2062","June projection","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"2063","June projection","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2064","June projection","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2065","June projection","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2066","June projection","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2067","June projection","Range3",NA,NA,2017-09-20,20170920,"september"
"2068","Memo: Projected appropriate policy path","Median1",2017-12-31,NA,2017-09-20,20170920,"september"
"2069","Memo: Projected appropriate policy path","Median1",2018-12-31,NA,2017-09-20,20170920,"september"
"2070","Memo: Projected appropriate policy path","Median1",2019-12-31,NA,2017-09-20,20170920,"september"
"2071","Memo: Projected appropriate policy path","Median1",2020-12-31,NA,2017-09-20,20170920,"september"
"2072","Memo: Projected appropriate policy path","Median1",NA,NA,2017-09-20,20170920,"september"
"2073","Memo: Projected appropriate policy path","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2074","Memo: Projected appropriate policy path","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2075","Memo: Projected appropriate policy path","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"2076","Memo: Projected appropriate policy path","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2077","Memo: Projected appropriate policy path","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"2078","Memo: Projected appropriate policy path","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2079","Memo: Projected appropriate policy path","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2080","Memo: Projected appropriate policy path","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2081","Memo: Projected appropriate policy path","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2082","Memo: Projected appropriate policy path","Range3",NA,NA,2017-09-20,20170920,"september"
"2083","Federal funds rate","Median1",2017-12-31,1.4,2017-09-20,20170920,"september"
"2084","Federal funds rate","Median1",2018-12-31,2.1,2017-09-20,20170920,"september"
"2085","Federal funds rate","Median1",2019-12-31,2.7,2017-09-20,20170920,"september"
"2086","Federal funds rate","Median1",2020-12-31,2.9,2017-09-20,20170920,"september"
"2087","Federal funds rate","Median1",NA,2.8,2017-09-20,20170920,"september"
"2088","Federal funds rate","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2089","Federal funds rate","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2090","Federal funds rate","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"2091","Federal funds rate","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2092","Federal funds rate","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"2093","Federal funds rate","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2094","Federal funds rate","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2095","Federal funds rate","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2096","Federal funds rate","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2097","Federal funds rate","Range3",NA,NA,2017-09-20,20170920,"september"
"2098","June projection","Median1",2017-12-31,1.4,2017-09-20,20170920,"september"
"2099","June projection","Median1",2018-12-31,2.1,2017-09-20,20170920,"september"
"2100","June projection","Median1",2019-12-31,2.9,2017-09-20,20170920,"september"
"2101","June projection","Median1",2020-12-31,NA,2017-09-20,20170920,"september"
"2102","June projection","Median1",NA,3,2017-09-20,20170920,"september"
"2103","June projection","Central tendency2",2017-12-31,NA,2017-09-20,20170920,"september"
"2104","June projection","Central tendency2",2018-12-31,NA,2017-09-20,20170920,"september"
"2105","June projection","Central tendency2",2019-12-31,NA,2017-09-20,20170920,"september"
"2106","June projection","Central tendency2",2020-12-31,NA,2017-09-20,20170920,"september"
"2107","June projection","Central tendency2",NA,NA,2017-09-20,20170920,"september"
"2108","June projection","Range3",2017-12-31,NA,2017-09-20,20170920,"september"
"2109","June projection","Range3",2018-12-31,NA,2017-09-20,20170920,"september"
"2110","June projection","Range3",2019-12-31,NA,2017-09-20,20170920,"september"
"2111","June projection","Range3",2020-12-31,NA,2017-09-20,20170920,"september"
"2112","June projection","Range3",NA,NA,2017-09-20,20170920,"september"
"2113","Change in real GDP","Median1",2017-12-31,2.5,2017-12-13,20171213,"december"
"2114","Change in real GDP","Median1",2018-12-31,2.5,2017-12-13,20171213,"december"
"2115","Change in real GDP","Median1",2019-12-31,2.1,2017-12-13,20171213,"december"
"2116","Change in real GDP","Median1",2020-12-31,2,2017-12-13,20171213,"december"
"2117","Change in real GDP","Median1",NA,1.8,2017-12-13,20171213,"december"
"2118","Change in real GDP","Central tendency2",2017-12-31,NA,2017-12-13,20171213,"december"
"2119","Change in real GDP","Central tendency2",2018-12-31,NA,2017-12-13,20171213,"december"
"2120","Change in real GDP","Central tendency2",2019-12-31,NA,2017-12-13,20171213,"december"
"2121","Change in real GDP","Central tendency2",2020-12-31,NA,2017-12-13,20171213,"december"
