"variable","des","forecast_period","values","date","projection","meeting_month","projection_year"
"1409","December projection","Median1",2018-12-31,"2.1",2017-03-15,20170315,"mars","2017"
"1410","December projection","Median1",2019-12-31,"2.9",2017-03-15,20170315,"mars","2017"
"1411","December projection","Centraltendency2",2017-12-31,"1.1 - 1.6",2017-03-15,20170315,"mars","2017"
"1412","December projection","Centraltendency2",2018-12-31,"1.9 - 2.6",2017-03-15,20170315,"mars","2017"
"1413","December projection","Centraltendency2",2019-12-31,"2.4 - 3.3",2017-03-15,20170315,"mars","2017"
"1414","December projection","Range3",2017-12-31,"0.9 - 2.1",2017-03-15,20170315,"mars","2017"
"1415","December projection","Range3",2018-12-31,"0.9 - 3.4",2017-03-15,20170315,"mars","2017"
"1416","December projection","Range3",2019-12-31,"0.9 - 3.9",2017-03-15,20170315,"mars","2017"
"1417","December projection",NA,NA,NA,2017-03-15,20170315,"mars","2017"
"1418","December projection",NA,NA,NA,2017-03-15,20170315,"mars","2017"
"1419","December projection",NA,NA,NA,2017-03-15,20170315,"mars","2017"
"1420","Change in real GDP","Median1",2017-12-31,"2.2",2017-06-14,20170614,"juni","2017"
"1421","Change in real GDP","Median1",2018-12-31,"2.1",2017-06-14,20170614,"juni","2017"
"1422","Change in real GDP","Median1",2019-12-31,"1.9",2017-06-14,20170614,"juni","2017"
"1423","Change in real GDP","Centraltendency2",2017-12-31,"2.1 - 2.2",2017-06-14,20170614,"juni","2017"
"1424","Change in real GDP","Centraltendency2",2018-12-31,"1.8 - 2.2",2017-06-14,20170614,"juni","2017"
"1425","Change in real GDP","Centraltendency2",2019-12-31,"1.8 - 2.0",2017-06-14,20170614,"juni","2017"
"1426","Change in real GDP","Range3",2017-12-31,"2.0 - 2.5",2017-06-14,20170614,"juni","2017"
"1427","Change in real GDP","Range3",2018-12-31,"1.7 - 2.3",2017-06-14,20170614,"juni","2017"
"1428","Change in real GDP","Range3",2019-12-31,"1.4 - 2.3",2017-06-14,20170614,"juni","2017"
"1429","March projection","Median1",2017-12-31,"2.1",2017-06-14,20170614,"juni","2017"
"1430","March projection","Median1",2018-12-31,"2.1",2017-06-14,20170614,"juni","2017"
"1431","March projection","Median1",2019-12-31,"1.9",2017-06-14,20170614,"juni","2017"
"1432","March projection","Centraltendency2",2017-12-31,"2.0 - 2.2",2017-06-14,20170614,"juni","2017"
"1433","March projection","Centraltendency2",2018-12-31,"1.8 - 2.3",2017-06-14,20170614,"juni","2017"
"1434","March projection","Centraltendency2",2019-12-31,"1.8 - 2.0",2017-06-14,20170614,"juni","2017"
"1435","March projection","Range3",2017-12-31,"1.7 - 2.3",2017-06-14,20170614,"juni","2017"
"1436","March projection","Range3",2018-12-31,"1.7 - 2.4",2017-06-14,20170614,"juni","2017"
"1437","March projection","Range3",2019-12-31,"1.5 - 2.2",2017-06-14,20170614,"juni","2017"
"1438","Unemployment rate","Median1",2017-12-31,"4.3",2017-06-14,20170614,"juni","2017"
"1439","Unemployment rate","Median1",2018-12-31,"4.2",2017-06-14,20170614,"juni","2017"
"1440","Unemployment rate","Median1",2019-12-31,"4.2",2017-06-14,20170614,"juni","2017"
"1441","Unemployment rate","Centraltendency2",2017-12-31,"4.2 - 4.3",2017-06-14,20170614,"juni","2017"
"1442","Unemployment rate","Centraltendency2",2018-12-31,"4.0 - 4.3",2017-06-14,20170614,"juni","2017"
"1443","Unemployment rate","Centraltendency2",2019-12-31,"4.1 - 4.4",2017-06-14,20170614,"juni","2017"
"1444","Unemployment rate","Range3",2017-12-31,"4.1 - 4.5",2017-06-14,20170614,"juni","2017"
"1445","Unemployment rate","Range3",2018-12-31,"3.9 - 4.5",2017-06-14,20170614,"juni","2017"
"1446","Unemployment rate","Range3",2019-12-31,"3.8 - 4.5",2017-06-14,20170614,"juni","2017"
"1447","March projection","Median1",2017-12-31,"4.5",2017-06-14,20170614,"juni","2017"
"1448","March projection","Median1",2018-12-31,"4.5",2017-06-14,20170614,"juni","2017"
"1449","March projection","Median1",2019-12-31,"4.5",2017-06-14,20170614,"juni","2017"
"1450","March projection","Centraltendency2",2017-12-31,"4.5 - 4.6",2017-06-14,20170614,"juni","2017"
"1451","March projection","Centraltendency2",2018-12-31,"4.3 - 4.6",2017-06-14,20170614,"juni","2017"
"1452","March projection","Centraltendency2",2019-12-31,"4.3 - 4.7",2017-06-14,20170614,"juni","2017"
"1453","March projection","Range3",2017-12-31,"4.4 - 4.7",2017-06-14,20170614,"juni","2017"
"1454","March projection","Range3",2018-12-31,"4.2 - 4.7",2017-06-14,20170614,"juni","2017"
"1455","March projection","Range3",2019-12-31,"4.1 - 4.8",2017-06-14,20170614,"juni","2017"
"1456","PCE inflation","Median1",2017-12-31,"1.6",2017-06-14,20170614,"juni","2017"
"1457","PCE inflation","Median1",2018-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1458","PCE inflation","Median1",2019-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1459","PCE inflation","Centraltendency2",2017-12-31,"1.6 - 1.7",2017-06-14,20170614,"juni","2017"
"1460","PCE inflation","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-06-14,20170614,"juni","2017"
"1461","PCE inflation","Centraltendency2",2019-12-31,"2.0 - 2.1",2017-06-14,20170614,"juni","2017"
"1462","PCE inflation","Range3",2017-12-31,"1.5 - 1.8",2017-06-14,20170614,"juni","2017"
"1463","PCE inflation","Range3",2018-12-31,"1.7 - 2.1",2017-06-14,20170614,"juni","2017"
"1464","PCE inflation","Range3",2019-12-31,"1.8 - 2.2",2017-06-14,20170614,"juni","2017"
"1465","March projection","Median1",2017-12-31,"1.9",2017-06-14,20170614,"juni","2017"
"1466","March projection","Median1",2018-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1467","March projection","Median1",2019-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1468","March projection","Centraltendency2",2017-12-31,"1.8 - 2.0",2017-06-14,20170614,"juni","2017"
"1469","March projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2017-06-14,20170614,"juni","2017"
"1470","March projection","Centraltendency2",2019-12-31,"2.0 - 2.1",2017-06-14,20170614,"juni","2017"
"1471","March projection","Range3",2017-12-31,"1.7 - 2.1",2017-06-14,20170614,"juni","2017"
"1472","March projection","Range3",2018-12-31,"1.8 - 2.1",2017-06-14,20170614,"juni","2017"
"1473","March projection","Range3",2019-12-31,"1.8 - 2.2",2017-06-14,20170614,"juni","2017"
"1474","Core PCE inflation4","Median1",2017-12-31,"1.7",2017-06-14,20170614,"juni","2017"
"1475","Core PCE inflation4","Median1",2018-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1476","Core PCE inflation4","Median1",2019-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1477","Core PCE inflation4","Centraltendency2",2017-12-31,"1.6 - 1.7",2017-06-14,20170614,"juni","2017"
"1478","Core PCE inflation4","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-06-14,20170614,"juni","2017"
"1479","Core PCE inflation4","Centraltendency2",2019-12-31,"2.0 - 2.1",2017-06-14,20170614,"juni","2017"
"1480","Core PCE inflation4","Range3",2017-12-31,"1.6 - 1.8",2017-06-14,20170614,"juni","2017"
"1481","Core PCE inflation4","Range3",2018-12-31,"1.7 - 2.1",2017-06-14,20170614,"juni","2017"
"1482","Core PCE inflation4","Range3",2019-12-31,"1.8 - 2.2",2017-06-14,20170614,"juni","2017"
"1483","March projection","Median1",2017-12-31,"1.9",2017-06-14,20170614,"juni","2017"
"1484","March projection","Median1",2018-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1485","March projection","Median1",2019-12-31,"2.0",2017-06-14,20170614,"juni","2017"
"1486","March projection","Centraltendency2",2017-12-31,"1.8 - 1.9",2017-06-14,20170614,"juni","2017"
"1487","March projection","Centraltendency2",2018-12-31,"1.9 - 2.0",2017-06-14,20170614,"juni","2017"
"1488","March projection","Centraltendency2",2019-12-31,"2.0 - 2.1",2017-06-14,20170614,"juni","2017"
"1489","March projection","Range3",2017-12-31,"1.7 - 2.0",2017-06-14,20170614,"juni","2017"
"1490","March projection","Range3",2018-12-31,"1.8 - 2.1",2017-06-14,20170614,"juni","2017"
"1491","March projection","Range3",2019-12-31,"1.8 - 2.2",2017-06-14,20170614,"juni","2017"
"1492","Memo: Projected appropriate policy path","Median1",2017-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1493","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1494","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1495","Memo: Projected appropriate policy path","Centraltendency2",2017-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1496","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1497","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1498","Memo: Projected appropriate policy path","Range3",2017-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1499","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1500","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2017-06-14,20170614,"juni","2017"
"1501","Federal funds rate","Median1",2017-12-31,"1.4",2017-06-14,20170614,"juni","2017"
"1502","Federal funds rate","Median1",2018-12-31,"2.1",2017-06-14,20170614,"juni","2017"
"1503","Federal funds rate","Median1",2019-12-31,"2.9",2017-06-14,20170614,"juni","2017"
"1504","Federal funds rate","Centraltendency2",2017-12-31,"1.1 - 1.6",2017-06-14,20170614,"juni","2017"
"1505","Federal funds rate","Centraltendency2",2018-12-31,"1.9 - 2.6",2017-06-14,20170614,"juni","2017"
"1506","Federal funds rate","Centraltendency2",2019-12-31,"2.6 - 3.1",2017-06-14,20170614,"juni","2017"
"1507","Federal funds rate","Range3",2017-12-31,"1.1 - 1.6",2017-06-14,20170614,"juni","2017"
"1508","Federal funds rate","Range3",2018-12-31,"1.1 - 3.1",2017-06-14,20170614,"juni","2017"
"1509","Federal funds rate","Range3",2019-12-31,"1.1 - 4.1",2017-06-14,20170614,"juni","2017"
"1510","March projection","Median1",2017-12-31,"1.4",2017-06-14,20170614,"juni","2017"
"1511","March projection","Median1",2018-12-31,"2.1",2017-06-14,20170614,"juni","2017"
"1512","March projection","Median1",2019-12-31,"3.0",2017-06-14,20170614,"juni","2017"
"1513","March projection","Centraltendency2",2017-12-31,"1.4 - 1.6",2017-06-14,20170614,"juni","2017"
"1514","March projection","Centraltendency2",2018-12-31,"2.1 - 2.9",2017-06-14,20170614,"juni","2017"
"1515","March projection","Centraltendency2",2019-12-31,"2.6 - 3.3",2017-06-14,20170614,"juni","2017"
"1516","March projection","Range3",2017-12-31,"0.9 - 2.1",2017-06-14,20170614,"juni","2017"
"1517","March projection","Range3",2018-12-31,"0.9 - 3.4",2017-06-14,20170614,"juni","2017"
"1518","March projection","Range3",2019-12-31,"0.9 - 3.9",2017-06-14,20170614,"juni","2017"
"1519","Change in real GDP","Median1",2017-12-31,"2.4",2017-09-20,20170920,"september","2017"
"1520","Change in real GDP","Median1",2018-12-31,"2.1",2017-09-20,20170920,"september","2017"
"1521","Change in real GDP","Median1",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1522","Change in real GDP","Median1",2020-12-31,"1.8",2017-09-20,20170920,"september","2017"
"1523","Change in real GDP","Centraltendency2",2017-12-31,"2.2 - 2.5",2017-09-20,20170920,"september","2017"
"1524","Change in real GDP","Centraltendency2",2018-12-31,"2.0 - 2.3",2017-09-20,20170920,"september","2017"
"1525","Change in real GDP","Centraltendency2",2019-12-31,"1.7 - 2.1",2017-09-20,20170920,"september","2017"
"1526","Change in real GDP","Centraltendency2",2020-12-31,"1.6 - 2.0",2017-09-20,20170920,"september","2017"
"1527","Change in real GDP","Range3",2017-12-31,"2.2 - 2.7",2017-09-20,20170920,"september","2017"
"1528","Change in real GDP","Range3",2018-12-31,"1.7 - 2.6",2017-09-20,20170920,"september","2017"
"1529","Change in real GDP","Range3",2019-12-31,"1.4 - 2.3",2017-09-20,20170920,"september","2017"
"1530","Change in real GDP","Range3",2020-12-31,"1.4 - 2.0",2017-09-20,20170920,"september","2017"
"1531","June projection","Median1",2017-12-31,"2.2",2017-09-20,20170920,"september","2017"
"1532","June projection","Median1",2018-12-31,"2.1",2017-09-20,20170920,"september","2017"
"1533","June projection","Median1",2019-12-31,"1.9",2017-09-20,20170920,"september","2017"
"1534","June projection","Median1",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1535","June projection","Centraltendency2",2017-12-31,"2.1 - 2.2",2017-09-20,20170920,"september","2017"
"1536","June projection","Centraltendency2",2018-12-31,"1.8 - 2.2",2017-09-20,20170920,"september","2017"
"1537","June projection","Centraltendency2",2019-12-31,"1.8 - 2.0",2017-09-20,20170920,"september","2017"
"1538","June projection","Centraltendency2",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1539","June projection","Range3",2017-12-31,"2.0 - 2.5",2017-09-20,20170920,"september","2017"
"1540","June projection","Range3",2018-12-31,"1.7 - 2.3",2017-09-20,20170920,"september","2017"
"1541","June projection","Range3",2019-12-31,"1.4 - 2.3",2017-09-20,20170920,"september","2017"
"1542","June projection","Range3",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1543","Unemployment rate","Median1",2017-12-31,"4.3",2017-09-20,20170920,"september","2017"
"1544","Unemployment rate","Median1",2018-12-31,"4.1",2017-09-20,20170920,"september","2017"
"1545","Unemployment rate","Median1",2019-12-31,"4.1",2017-09-20,20170920,"september","2017"
"1546","Unemployment rate","Median1",2020-12-31,"4.2",2017-09-20,20170920,"september","2017"
"1547","Unemployment rate","Centraltendency2",2017-12-31,"4.2 - 4.3",2017-09-20,20170920,"september","2017"
"1548","Unemployment rate","Centraltendency2",2018-12-31,"4.0 - 4.2",2017-09-20,20170920,"september","2017"
"1549","Unemployment rate","Centraltendency2",2019-12-31,"3.9 - 4.4",2017-09-20,20170920,"september","2017"
"1550","Unemployment rate","Centraltendency2",2020-12-31,"4.0 - 4.5",2017-09-20,20170920,"september","2017"
"1551","Unemployment rate","Range3",2017-12-31,"4.2 - 4.5",2017-09-20,20170920,"september","2017"
"1552","Unemployment rate","Range3",2018-12-31,"3.9 - 4.5",2017-09-20,20170920,"september","2017"
"1553","Unemployment rate","Range3",2019-12-31,"3.8 - 4.5",2017-09-20,20170920,"september","2017"
"1554","Unemployment rate","Range3",2020-12-31,"3.8 - 4.8",2017-09-20,20170920,"september","2017"
"1555","June projection","Median1",2017-12-31,"4.3",2017-09-20,20170920,"september","2017"
"1556","June projection","Median1",2018-12-31,"4.2",2017-09-20,20170920,"september","2017"
"1557","June projection","Median1",2019-12-31,"4.2",2017-09-20,20170920,"september","2017"
"1558","June projection","Median1",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1559","June projection","Centraltendency2",2017-12-31,"4.2 - 4.3",2017-09-20,20170920,"september","2017"
"1560","June projection","Centraltendency2",2018-12-31,"4.0 - 4.3",2017-09-20,20170920,"september","2017"
"1561","June projection","Centraltendency2",2019-12-31,"4.1 - 4.4",2017-09-20,20170920,"september","2017"
"1562","June projection","Centraltendency2",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1563","June projection","Range3",2017-12-31,"4.1 - 4.5",2017-09-20,20170920,"september","2017"
"1564","June projection","Range3",2018-12-31,"3.9 - 4.5",2017-09-20,20170920,"september","2017"
"1565","June projection","Range3",2019-12-31,"3.8 - 4.5",2017-09-20,20170920,"september","2017"
"1566","June projection","Range3",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1567","PCE inflation","Median1",2017-12-31,"1.6",2017-09-20,20170920,"september","2017"
"1568","PCE inflation","Median1",2018-12-31,"1.9",2017-09-20,20170920,"september","2017"
"1569","PCE inflation","Median1",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1570","PCE inflation","Median1",2020-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1571","PCE inflation","Centraltendency2",2017-12-31,"1.5 - 1.6",2017-09-20,20170920,"september","2017"
"1572","PCE inflation","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-09-20,20170920,"september","2017"
"1573","PCE inflation","Centraltendency2",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1574","PCE inflation","Centraltendency2",2020-12-31,"2.0 - 2.1",2017-09-20,20170920,"september","2017"
"1575","PCE inflation","Range3",2017-12-31,"1.5 - 1.7",2017-09-20,20170920,"september","2017"
"1576","PCE inflation","Range3",2018-12-31,"1.7 - 2.0",2017-09-20,20170920,"september","2017"
"1577","PCE inflation","Range3",2019-12-31,"1.8 - 2.2",2017-09-20,20170920,"september","2017"
"1578","PCE inflation","Range3",2020-12-31,"1.9 - 2.2",2017-09-20,20170920,"september","2017"
"1579","June projection","Median1",2017-12-31,"1.6",2017-09-20,20170920,"september","2017"
"1580","June projection","Median1",2018-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1581","June projection","Median1",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1582","June projection","Median1",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1583","June projection","Centraltendency2",2017-12-31,"1.6 - 1.7",2017-09-20,20170920,"september","2017"
"1584","June projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-09-20,20170920,"september","2017"
"1585","June projection","Centraltendency2",2019-12-31,"2.0 - 2.1",2017-09-20,20170920,"september","2017"
"1586","June projection","Centraltendency2",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1587","June projection","Range3",2017-12-31,"1.5 - 1.8",2017-09-20,20170920,"september","2017"
"1588","June projection","Range3",2018-12-31,"1.7 - 2.1",2017-09-20,20170920,"september","2017"
"1589","June projection","Range3",2019-12-31,"1.8 - 2.2",2017-09-20,20170920,"september","2017"
"1590","June projection","Range3",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1591","Core PCE inflation4","Median1",2017-12-31,"1.5",2017-09-20,20170920,"september","2017"
"1592","Core PCE inflation4","Median1",2018-12-31,"1.9",2017-09-20,20170920,"september","2017"
"1593","Core PCE inflation4","Median1",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1594","Core PCE inflation4","Median1",2020-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1595","Core PCE inflation4","Centraltendency2",2017-12-31,"1.5 - 1.6",2017-09-20,20170920,"september","2017"
"1596","Core PCE inflation4","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-09-20,20170920,"september","2017"
"1597","Core PCE inflation4","Centraltendency2",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1598","Core PCE inflation4","Centraltendency2",2020-12-31,"2.0 - 2.1",2017-09-20,20170920,"september","2017"
"1599","Core PCE inflation4","Range3",2017-12-31,"1.4 - 1.7",2017-09-20,20170920,"september","2017"
"1600","Core PCE inflation4","Range3",2018-12-31,"1.7 - 2.0",2017-09-20,20170920,"september","2017"
"1601","Core PCE inflation4","Range3",2019-12-31,"1.8 - 2.2",2017-09-20,20170920,"september","2017"
"1602","Core PCE inflation4","Range3",2020-12-31,"1.9 - 2.2",2017-09-20,20170920,"september","2017"
"1603","June projection","Median1",2017-12-31,"1.7",2017-09-20,20170920,"september","2017"
"1604","June projection","Median1",2018-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1605","June projection","Median1",2019-12-31,"2.0",2017-09-20,20170920,"september","2017"
"1606","June projection","Median1",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1607","June projection","Centraltendency2",2017-12-31,"1.6 - 1.7",2017-09-20,20170920,"september","2017"
"1608","June projection","Centraltendency2",2018-12-31,"1.8 - 2.0",2017-09-20,20170920,"september","2017"
"1609","June projection","Centraltendency2",2019-12-31,"2.0 - 2.1",2017-09-20,20170920,"september","2017"
"1610","June projection","Centraltendency2",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1611","June projection","Range3",2017-12-31,"1.6 - 1.8",2017-09-20,20170920,"september","2017"
"1612","June projection","Range3",2018-12-31,"1.7 - 2.1",2017-09-20,20170920,"september","2017"
"1613","June projection","Range3",2019-12-31,"1.8 - 2.2",2017-09-20,20170920,"september","2017"
"1614","June projection","Range3",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1615","Memo: Projected appropriate policy path","Median1",2017-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1616","Memo: Projected appropriate policy path","Median1",2018-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1617","Memo: Projected appropriate policy path","Median1",2019-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1618","Memo: Projected appropriate policy path","Median1",2020-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1619","Memo: Projected appropriate policy path","Centraltendency2",2017-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1620","Memo: Projected appropriate policy path","Centraltendency2",2018-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1621","Memo: Projected appropriate policy path","Centraltendency2",2019-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1622","Memo: Projected appropriate policy path","Centraltendency2",2020-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1623","Memo: Projected appropriate policy path","Range3",2017-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1624","Memo: Projected appropriate policy path","Range3",2018-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1625","Memo: Projected appropriate policy path","Range3",2019-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1626","Memo: Projected appropriate policy path","Range3",2020-12-31,"Memo: Projected appropriate policy path",2017-09-20,20170920,"september","2017"
"1627","Federal funds rate","Median1",2017-12-31,"1.4",2017-09-20,20170920,"september","2017"
"1628","Federal funds rate","Median1",2018-12-31,"2.1",2017-09-20,20170920,"september","2017"
"1629","Federal funds rate","Median1",2019-12-31,"2.7",2017-09-20,20170920,"september","2017"
"1630","Federal funds rate","Median1",2020-12-31,"2.9",2017-09-20,20170920,"september","2017"
"1631","Federal funds rate","Centraltendency2",2017-12-31,"1.1 - 1.4",2017-09-20,20170920,"september","2017"
"1632","Federal funds rate","Centraltendency2",2018-12-31,"1.9 - 2.4",2017-09-20,20170920,"september","2017"
"1633","Federal funds rate","Centraltendency2",2019-12-31,"2.4 - 3.1",2017-09-20,20170920,"september","2017"
"1634","Federal funds rate","Centraltendency2",2020-12-31,"2.5 - 3.5",2017-09-20,20170920,"september","2017"
"1635","Federal funds rate","Range3",2017-12-31,"1.1 - 1.6",2017-09-20,20170920,"september","2017"
"1636","Federal funds rate","Range3",2018-12-31,"1.1 - 2.6",2017-09-20,20170920,"september","2017"
"1637","Federal funds rate","Range3",2019-12-31,"1.1 - 3.4",2017-09-20,20170920,"september","2017"
"1638","Federal funds rate","Range3",2020-12-31,"1.1 - 3.9",2017-09-20,20170920,"september","2017"
"1639","June projection","Median1",2017-12-31,"1.4",2017-09-20,20170920,"september","2017"
"1640","June projection","Median1",2018-12-31,"2.1",2017-09-20,20170920,"september","2017"
"1641","June projection","Median1",2019-12-31,"2.9",2017-09-20,20170920,"september","2017"
"1642","June projection","Median1",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1643","June projection","Centraltendency2",2017-12-31,"1.1 - 1.6",2017-09-20,20170920,"september","2017"
"1644","June projection","Centraltendency2",2018-12-31,"1.9 - 2.6",2017-09-20,20170920,"september","2017"
"1645","June projection","Centraltendency2",2019-12-31,"2.6 - 3.1",2017-09-20,20170920,"september","2017"
"1646","June projection","Centraltendency2",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1647","June projection","Range3",2017-12-31,"1.1 - 1.6",2017-09-20,20170920,"september","2017"
"1648","June projection","Range3",2018-12-31,"1.1 - 3.1",2017-09-20,20170920,"september","2017"
"1649","June projection","Range3",2019-12-31,"1.1 - 4.1",2017-09-20,20170920,"september","2017"
"1650","June projection","Range3",2020-12-31,"n.a.",2017-09-20,20170920,"september","2017"
"1651","Change in real GDP","Median1",2017-12-31,"2.5",2017-12-13,20171213,"december","2017"
"1652","Change in real GDP","Median1",2018-12-31,"2.5",2017-12-13,20171213,"december","2017"
"1653","Change in real GDP","Median1",2019-12-31,"2.1",2017-12-13,20171213,"december","2017"
"1654","Change in real GDP","Median1",2020-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1655","Change in real GDP","Centraltendency2",2017-12-31,"2.4 - 2.5",2017-12-13,20171213,"december","2017"
"1656","Change in real GDP","Centraltendency2",2018-12-31,"2.2 - 2.6",2017-12-13,20171213,"december","2017"
"1657","Change in real GDP","Centraltendency2",2019-12-31,"1.9 - 2.3",2017-12-13,20171213,"december","2017"
"1658","Change in real GDP","Centraltendency2",2020-12-31,"1.7 - 2.0",2017-12-13,20171213,"december","2017"
"1659","Change in real GDP","Range3",2017-12-31,"2.4 - 2.6",2017-12-13,20171213,"december","2017"
"1660","Change in real GDP","Range3",2018-12-31,"2.2 - 2.8",2017-12-13,20171213,"december","2017"
"1661","Change in real GDP","Range3",2019-12-31,"1.7 - 2.4",2017-12-13,20171213,"december","2017"
"1662","Change in real GDP","Range3",2020-12-31,"1.1 - 2.2",2017-12-13,20171213,"december","2017"
"1663","September projection","Median1",2017-12-31,"2.4",2017-12-13,20171213,"december","2017"
"1664","September projection","Median1",2018-12-31,"2.1",2017-12-13,20171213,"december","2017"
"1665","September projection","Median1",2019-12-31,"2.0",2017-12-13,20171213,"december","2017"
"1666","September projection","Median1",2020-12-31,"1.8",2017-12-13,20171213,"december","2017"
"1667","September projection","Centraltendency2",2017-12-31,"2.2 - 2.5",2017-12-13,20171213,"december","2017"
"1668","September projection","Centraltendency2",2018-12-31,"2.0 - 2.3",2017-12-13,20171213,"december","2017"
"1669","September projection","Centraltendency2",2019-12-31,"1.7 - 2.1",2017-12-13,20171213,"december","2017"
"1670","September projection","Centraltendency2",2020-12-31,"1.6 - 2.0",2017-12-13,20171213,"december","2017"
"1671","September projection","Range3",2017-12-31,"2.2 - 2.7",2017-12-13,20171213,"december","2017"
"1672","September projection","Range3",2018-12-31,"1.7 - 2.6",2017-12-13,20171213,"december","2017"
"1673","September projection","Range3",2019-12-31,"1.4 - 2.3",2017-12-13,20171213,"december","2017"
"1674","September projection","Range3",2020-12-31,"1.4 - 2.0",2017-12-13,20171213,"december","2017"
"1675","Unemployment rate","Median1",2017-12-31,"4.1",2017-12-13,20171213,"december","2017"
"1676","Unemployment rate","Median1",2018-12-31,"3.9",2017-12-13,20171213,"december","2017"
"1677","Unemployment rate","Median1",2019-12-31,"3.9",2017-12-13,20171213,"december","2017"
"1678","Unemployment rate","Median1",2020-12-31,"4.0",2017-12-13,20171213,"december","2017"
"1679","Unemployment rate","Centraltendency2",2017-12-31,"4.1",2017-12-13,20171213,"december","2017"
"1680","Unemployment rate","Centraltendency2",2018-12-31,"3.7 - 4.0",2017-12-13,20171213,"december","2017"
"1681","Unemployment rate","Centraltendency2",2019-12-31,"3.6 - 4.0",2017-12-13,20171213,"december","2017"
"1682","Unemployment rate","Centraltendency2",2020-12-31,"3.6 - 4.2",2017-12-13,20171213,"december","2017"
"1683","Unemployment rate","Range3",2017-12-31,"4.1",2017-12-13,20171213,"december","2017"
